,make,type,year,engine,mileage,price_in_azn
4235,Mitsubishi, Pajero,2007,3.0,212000.0,21900.0
4236,Toyota, Camry,2022,2.5,0.0,67150.0
4237,Audi, A5,2013,2.0,87000.0,26350.0
4238,Toyota, Avensis,2009,2.0,208739.0,21900.0
4239,Hyundai, Santa Fe,2013,2.0,162000.0,34900.0
4240,Chevrolet, Cruze,2015,1.4,186320.0,15900.0
4241,Kia, Sorento,2010,2.0,205000.0,28500.0
4242,Chery, Tiggo 2,2019,1.5,44000.0,22900.0
4243,Porsche, Panamera 4 E-Hybrid,2023,2.9,0.0,229500.0
4244,Toyota, Avensis,2007,2.0,170516.0,18200.0
4245,Kia, Sportage,2011,2.0,150000.0,25900.0
4246,Kia, Sorento,2009,2.4,171000.0,26500.0
4247,LADA, (VAZ) 2107,1999,1.6,49632.0,4500.0
4248,Land, Rover RR Sport,2023,3.0,0.0,310250.0
4249,Lexus, LX 500d,2023,3.3,0.0,287300.0
4250,Fiat, Doblo,2022,1.4,0.0,33000.0
4251,Honda, e:NS1,2022,0.0,0.0,62730.0
4252,BMW, 328,2014,2.0,150000.0,33150.0
4253,Toyota, Camry,2015,3.5,170000.0,44710.0
4254,BMW, 760,2022,4.4,0.0,374000.0
4255,Nissan, Sunny,2007,1.3,345314.0,12400.0
4256,Hyundai, Palisade,2020,2.2,7500.0,95200.0
4257,Hyundai, Santa Fe,2014,2.0,46000.0,34000.0
4258,Toyota, Camry,2023,2.5,0.0,84150.0
4259,Opel, Vectra,1996,1.6,459000.0,2800.0
4260,LADA, (VAZ) 2107,1999,1.6,49632.0,4500.0
4261,Toyota, Camry,2009,2.4,205000.0,20900.0
4262,BMW, 525,2008,2.5,221000.0,21300.0
4263,Toyota, Corolla,2005,1.4,121471.0,15500.0
4264,Hyundai, Elantra,2017,2.0,72000.0,26900.0
4265,Toyota, Prado,2022,2.7,0.0,103530.0
4266,BMW, X5,2004,3.0,396000.0,23900.0
4267,Honda, M-NV,2022,0.0,0.0,55930.0
4268,Toyota, Corolla,2023,1.6,0.0,41480.0
4269,Mitsubishi, Eclipse Cross,2022,2.0,0.0,47430.0
4270,Kia, Sorento,2015,2.0,181000.0,37900.0
4271,BMW, 528,2011,2.0,141000.0,30430.0
4272,Toyota, bZ4X,2022,0.0,0.0,74800.0
4273,Toyota, Camry,2022,2.5,11000.0,60350.0
4274,Toyota, RAV4,2023,2.0,0.0,64430.0
4275,Toyota, Corolla,2022,1.8,0.0,43350.0
4276,Toyota, RAV4,2022,2.0,0.0,63750.0
4277,Toyota, Corolla,2006,1.4,188845.0,15500.0
4278,Toyota, Prius,2007,1.5,212000.0,12600.0
4279,Opel, Astra,1998,1.6,471000.0,8700.0
4280,Hyundai, Sonata,2016,2.4,71000.0,26000.0
4281,Mitsubishi, Pajero,2007,3.0,183000.0,23400.0
4282,Toyota, Corolla,2006,1.4,198275.0,15100.0
4283,Mercedes, C 230,1997,2.3,370254.0,6700.0
4284,Changan, Benni E-Star,2022,0.0,0.0,28900.0
4285,Land, Rover Defender,2023,3.0,0.0,276250.0
4286,Audi, A7 Sportback,2022,2.0,0.0,124100.0
4287,Mercedes, S 500,2010,5.5,149700.0,40777.0
4288,Volvo, S90,2017,2.0,92600.0,61200.0
4289,LADA, (VAZ) 2107,2001,1.6,25800.0,3800.0
4290,BMW, 528,2012,2.0,122532.0,33830.0
4291,Mercedes, GLS 450,2022,3.0,0.0,230350.0
4292,Kia, Optima,2018,2.0,44300.0,34900.0
4293,Mercedes, E 320,1995,3.2,381000.0,9800.0
4294,BMW, 525,2007,2.5,148000.0,29240.0
4295,Hyundai, Santa Fe,2009,2.0,219000.0,23900.0
4296,Hyundai, Santa Fe,2013,2.0,112000.0,29542.0
4297,Kia, Sorento,2010,2.0,158000.0,29500.0
4298,Kia, Sorento,2014,2.0,97000.0,38900.0
4299,Hyundai, Elantra,2013,1.8,130000.0,22000.0
4300,Mercedes, E 240,1999,2.4,285000.0,12800.0
4301,Hyundai, Santa Fe,2013,2.4,172000.0,31900.0
4302,Mercedes, C 180,1996,1.8,230000.0,9000.0
4303,Mercedes, E 240,2000,2.4,285000.0,17000.0
4304,Toyota, RAV4,2023,2.5,0.0,74018.0
4305,Kia, Sorento,2012,2.4,143000.0,29800.0
4306,Chevrolet, Cruze,2016,1.4,110000.0,19500.0
4307,Ford, Fusion,2017,1.5,68000.0,25500.0
4308,BMW, X5,2006,4.8,242000.0,24500.0
4309,Kia, Sorento,2011,2.0,171000.0,30800.0
4310,Mitsubishi, Galant,1998,2.0,235000.0,6000.0
4311,Mercedes, B 200,2009,2.0,154000.0,15900.0
4312,Hyundai, Santa Fe,2013,2.4,182000.0,33000.0
4313,Mercedes, E 220,1995,2.2,550000.0,9800.0
4314,Toyota, Prado,2004,2.7,245000.0,26600.0
4315,Toyota, Prado,2008,4.0,185000.0,40500.0
4316,Hyundai, Santa Fe,2008,2.2,226000.0,23500.0
4317,Hyundai, i30,2009,1.4,226000.0,14700.0
4318,Toyota, Camry,2014,2.5,185000.0,33500.0
4319,Hyundai, Elantra,2014,1.8,179000.0,19500.0
4320,Kia, Sportage,2023,1.6,0.0,61900.0
4321,Alfa, Romeo Giulia,2022,2.0,0.0,86020.0
4322,Hyundai, i30,2010,1.6,72451.0,18500.0
4323,BMW, X7,2023,3.0,0.0,237150.0
4324,Lexus, GX 460,2012,4.6,148000.0,63750.0
4325,BMW, X5,2013,3.0,198000.0,50660.0
4326,Toyota, Prado,2012,2.7,97700.0,48280.0
4327,Volkswagen, Polo,2008,1.4,241500.0,11500.0
4328,Ford, Fusion,2017,1.5,160000.0,29500.0
4329,Mercedes, ML 350,2003,3.7,247430.0,12500.0
4330,Mercedes, S 320,1996,3.2,600000.0,9500.0
4331,Fiat, Doblo,2014,1.3,236141.0,16300.0
4332,Hyundai, Elantra,2014,1.8,179000.0,19500.0
4333,Mercedes, Vito 112,1999,2.2,352556.0,13000.0
4334,LADA, (VAZ) Niva,2018,1.7,81000.0,17700.0
4335,Hyundai, Santa Fe,2009,2.0,154000.0,23000.0
4336,Hyundai, i20,2009,1.4,169000.0,14800.0
4337,Kia, Rio,2009,1.6,184000.0,14600.0
4338,Kia, Rio,2013,1.6,160000.0,17500.0
4339,Chevrolet, Cruze,2012,1.4,200000.0,12000.0
4340,Audi, A5,2014,2.0,172000.0,29750.0
4341,Chevrolet, Cruze,2012,1.4,306000.0,12500.0
4342,Honda, M-NV,2022,0.0,945.0,47600.0
4343,Hyundai, Elantra,2016,1.8,60000.0,22500.0
4344,Hyundai, i30,2009,1.4,200000.0,14500.0
4345,Kia, Sorento,2012,2.4,197541.0,28900.0
4346,Mercedes, E 220,2004,2.2,379000.0,16200.0
4347,Hyundai, Tucson,2007,2.0,224000.0,15800.0
4348,Mercedes, C 230,1999,2.3,352446.0,13500.0
4349,Hyundai, Tucson,2007,2.0,216000.0,16300.0
4350,LADA, (VAZ) 2106,1993,1.5,24000.0,3000.0
4351,Toyota, Prado,2012,2.7,165000.0,47430.0
4352,Mercedes, E 270,2001,2.7,442700.0,16800.0
4353,Hyundai, i30,2017,1.4,51000.0,21800.0
4354,Toyota, RAV4,2023,2.5,0.0,74018.0
4355,Toyota, RAV4,2022,2.5,0.0,72998.0
4356,Lexus, UX 250h,2019,2.0,13000.0,63750.0
4357,Hyundai, Tucson,2022,2.0,0.0,59900.0
4358,LADA, (VAZ) Largus,2022,1.6,0.0,25400.0
4359,LADA, (VAZ) 2112,2001,1.6,99999.0,3100.0
4360,Mercedes, A 250,2020,2.0,23000.0,72250.0
4361,Hyundai, Grandeur,2015,2.2,188700.0,34600.0
4362,Toyota, Camry,2021,2.5,14000.0,52190.0
4363,BMW, X1,2016,2.0,21000.0,43350.0
4364,BMW, 530,2019,2.0,42000.0,76500.0
4365,Chevrolet, Cruze,2014,1.4,145000.0,13500.0
4366,Hyundai, Santa Fe,2014,2.0,119000.0,36800.0
4367,BMW, 528,2015,2.0,160934.0,34680.0
4368,Toyota, RAV4,2022,2.5,0.0,72998.0
4369,Toyota, Camry,2023,2.5,0.0,72658.0
4370,Mercedes, E 220,2012,2.2,220000.0,30900.0
4371,Kia, Ceed,2007,1.6,170000.0,14500.0
4372,Mercedes, E 220,2005,2.2,303959.0,19300.0
4373,Nissan, Altima,2005,3.5,394861.0,12700.0
4374,Toyota, Prius,2008,1.5,259000.0,15300.0
4375,Hyundai, Elantra,2015,1.8,115000.0,23500.0
4376,Mercedes, C 280,1994,2.8,494657.0,7800.0
4377,Mercedes, Vito,1998,2.3,100000.0,12500.0
4378,Volkswagen, Passat,2003,1.8,335000.0,7300.0
4379,Kia, Sportage,2006,2.0,290000.0,16300.0
4380,Chevrolet, Cruze,2014,1.4,193146.0,14900.0
4381,Toyota, Land Cruiser,2012,4.0,159539.0,65518.0
4382,Renault, Megane,2013,1.5,279000.0,15700.0
4383,Mercedes, S 300,1998,3.0,330000.0,11600.0
4384,Hyundai, Santa Fe,2011,2.0,115000.0,28700.0
4385,Toyota, Camry,2021,2.5,42206.0,71298.0
4386,Toyota, Prado,2013,2.7,173162.0,45050.0
4387,Chevrolet, Cruze,2014,1.4,153000.0,13300.0
4388,LADA, (VAZ) 2114,2012,1.5,170000.0,10200.0
4389,Lexus, LX 570,2009,5.7,118434.0,62118.0
4390,Kia, Rio,2012,1.1,235000.0,14000.0
4391,Mercedes, C 230,2006,2.5,256162.0,13800.0
4392,BMW, X6 M,2020,4.4,19500.0,248200.0
4393,Skoda, Kamiq,2023,1.6,0.0,42900.0
4394,GAZ, Next A21R22-30,2023,2.8,0.0,45500.0
4395,Mercedes, S 560 4Matic,2019,4.0,145000.0,161500.0
4396,Hyundai, Grandeur,2013,3.0,226000.0,31700.0
4397,Land, Rover Discovery,2010,2.7,234700.0,33500.0
4398,Opel, Astra,2006,1.3,380000.0,10500.0
4399,Kia, Optima,2013,2.4,181856.0,19800.0
4400,Hyundai, i20,2011,1.4,296000.0,10200.0
4401,Mercedes, E 200,2014,2.0,244000.0,39100.0
4402,GAZ, 33021,2000,2.4,150000.0,7800.0
4403,BMW, 328,2014,2.0,190000.0,28000.0
4404,Mercedes, C 230,2006,2.5,256162.0,13800.0
4405,Tofas, Sahin,2004,1.6,255455.0,4500.0
4406,Land, Rover Range Rover,2015,3.0,107605.0,100130.0
4407,Hyundai, Elantra,2014,1.8,114000.0,20700.0
4408,LADA, (VAZ) Niva,2022,1.7,7710.0,21900.0
4409,Toyota, Prius,2008,1.5,292901.0,15400.0
4410,Mercedes, E 220,2006,2.2,289000.0,19800.0
4411,Toyota, Camry,2022,2.5,0.0,74698.0
4412,Ford, Transit,2009,2.2,168200.0,19200.0
4413,Toyota, Camry,2022,2.5,0.0,71298.0
4414,Kia, Carnival,2014,2.2,193000.0,29500.0
4415,Hyundai, i30,2009,1.4,174000.0,15000.0
4416,Ford, Transit,2007,2.4,133500.0,27800.0
4417,Toyota, Highlander,2022,2.5,0.0,91018.0
4418,Nissan, Altima,2006,2.5,200000.0,9500.0
4419,Mercedes, E 200,2014,2.0,113212.0,35740.0
4420,Toyota, Highlander,2022,2.5,0.0,97818.0
4421,Kia, Sportage,2023,2.0,0.0,48900.0
4422,Toyota, Prius,2008,1.5,191512.0,14600.0
4423,Ford, Transit,2006,2.4,230000.0,27000.0
4424,Hyundai, Creta,2018,2.0,65200.0,35700.0
4425,Hyundai, Sonata,2004,2.4,360000.0,11250.0
4426,Mercedes, E 220,2007,2.2,195000.0,25900.0
4427,GAZ, 330232-744,2023,2.7,0.0,44500.0
4428,Mitsubishi, L200,2022,2.4,0.0,59330.0
4429,Mercedes, C 300,2022,2.0,0.0,120698.3
4430,Mercedes, AMG GT 63 S,2019,4.0,17000.0,297500.0
4431,BMW, X5 M,2020,4.4,35000.0,253300.0
4432,GAZ, 33027,2021,2.7,28000.0,25500.0
4433,Mercedes, Actros 1844,2010,12.0,1300000.0,63000.0
4434,Subaru, BRZ,2017,2.0,34000.0,37400.0
4435,Ford, Transit,1998,2.5,458256.0,20500.0
4436,Nissan, Maxima,2010,3.5,99800.0,26500.0
4437,Audi, A7,2013,3.0,111000.0,50660.0
4438,BMW, 530,2020,2.0,38300.0,79050.0
4439,Opel, Astra,2011,1.3,190000.0,13700.0
4440,GAZ, 330232-744,2023,2.7,0.0,44500.0
4441,Toyota, Prado,2010,2.7,173000.0,40700.0
4442,LADA, (VAZ) 2110,2003,1.5,254940.0,4700.0
4443,Mercedes, E 220,2012,2.2,175000.0,35190.0
4444,Mercedes, S 350,2006,3.5,352000.0,20500.0
4445,Hyundai, Santa Fe,2009,2.0,141000.0,22300.0
4446,Kia, Ceed,2012,1.6,157767.0,19800.0
4447,Volkswagen, Passat,2003,1.8,162947.0,7500.0
4448,Mercedes, S 350,2005,3.5,235000.0,23500.0
4449,Porsche, Cayenne S,2008,4.8,184000.0,25900.0
4450,Hyundai, Santa Fe,2011,2.4,160000.0,25300.0
4451,Mercedes, GLC 300 e 4Matic,2022,2.0,6000.0,127330.0
4452,Mercedes, GLC 300 de,2022,2.0,10000.0,125630.0
4453,Chevrolet, Cobalt,2007,2.2,63000.0,10900.0
4454,Mercedes, G 63 AMG,2022,4.0,13000.0,450500.0
4455,GAC, GA5,2015,2.0,184000.0,14300.0
4456,Porsche, Cayenne,2005,4.5,210000.0,18300.0
4457,Chevrolet, Cruze,2014,1.4,120000.0,12900.0
4458,Chevrolet, Cruze,2015,1.4,160000.0,14900.0
4459,Hyundai, Elantra,2012,1.8,185000.0,18900.0
4460,Mercedes, C 300,2011,3.0,198000.0,23800.0
4461,Nissan, Maxima,2012,3.5,187494.0,21540.0
4462,Opel, Astra,2006,1.4,187000.0,12900.0
4463,Kia, Sorento,2023,2.2,0.0,93900.0
4464,Jetour, X70 PLUS,2022,1.5,0.0,44700.0
4465,Peugeot, Traveller,2022,2.0,0.0,80000.0
4466,Chery, Tiggo 2 Pro,2022,1.5,0.0,29900.0
4467,Volkswagen, Tayron,2022,1.4,0.0,73900.0
4468,Mercedes, E 300,2016,2.0,83450.0,65110.0
4469,Toyota, Camry,2019,2.5,23800.0,63750.0
4470,Lexus, LX 570,2016,5.7,42000.0,176800.0
4471,Mercedes, Actros 1844,2010,12.0,1300000.0,63000.0
4472,Mercedes, S 350,2012,3.5,153000.0,45050.0
4473,Hyundai, Accent,2006,1.6,234112.0,13000.0
4474,BYD, F3,2012,1.5,250000.0,8400.0
4475,Ford, Mustang,2016,2.3,137000.0,43690.0
4476,Kia, Sorento,2023,2.2,0.0,93900.0
4477,Kia, Cerato Koup,2011,2.0,210000.0,16300.0
4478,Ford, Transit,2008,2.4,264500.0,25500.0
4479,Chevrolet, Cruze,2017,1.4,80000.0,18300.0
4480,Volkswagen, Phaeton,2009,4.2,151000.0,19500.0
4481,Chevrolet, Cruze,2015,1.4,205000.0,16500.0
4482,Hyundai, Santa Fe,2013,2.0,11000.0,34800.0
4483,Toyota, Highlander,2023,2.5,0.0,96560.0
4484,Hyundai, Elantra,2011,1.6,111000.0,20900.0
4485,Opel, Vectra,1998,1.6,240000.0,4700.0
4486,Hyundai, Elantra,2020,1.6,27800.0,32800.0
4487,Toyota, Land Cruiser,2006,4.5,230000.0,25300.0
4488,Porsche, Cayenne S,2010,4.8,139000.0,41650.0
4489,Opel, Astra,2008,1.4,198000.0,12500.0
4490,Kia, Optima,2013,2.0,151000.0,20900.0
4491,Nissan, Sunny,2005,1.6,205000.0,8900.0
4492,JAC, T8,2022,2.0,24000.0,43800.0
4493,Mercedes, E 220,2016,2.0,196000.0,51000.0
4494,Kia, Shuma,2003,1.6,220000.0,6800.0
4495,BMW, 528,2012,2.0,180156.0,30000.0
4496,Chevrolet, Cruze,2015,1.4,223155.0,13900.0
4497,Toyota, Camry,2021,2.5,31000.0,69700.0
4498,Toyota, Prado,2007,4.0,221000.0,31900.0
4499,Toyota, Corolla,2006,1.4,166000.0,14800.0
4500,Chevrolet, Cruze,2016,1.4,195000.0,17000.0
4501,Hyundai, Santa Fe,2013,2.0,158800.0,35500.0
4502,Hongqi, H9,2022,2.0,0.0,134300.0
4503,Dodge, Durango,2022,3.6,0.0,122060.0
4504,Kia, Sorento,2010,2.0,98000.0,26800.0
4505,Land, Rover RR Sport,2016,3.0,155000.0,76160.0
4506,Toyota, Prius,2009,1.5,193121.0,10500.0
4507,Toyota, Corolla,2006,1.4,192000.0,14700.0
4508,Hyundai, Santa Fe,2010,3.5,156000.0,26800.0
4509,KamAz, 65117,1987,11.0,150000.0,21000.0
4510,BMW, 328,2016,2.0,125000.0,39100.0
4511,Toyota, Rush,2021,1.5,37000.0,37500.0
4512,Toyota, Corolla,2006,1.4,166000.0,14800.0
4513,Honda, Accord,2013,2.4,141000.0,29900.0
4514,LADA, (VAZ) 2107,2011,1.6,42365.0,7200.0
4515,BMW, 528,1998,2.8,389000.0,12600.0
4516,Toyota, Corolla,2007,1.4,195700.0,15700.0
4517,Mercedes, C 220,2001,2.2,459000.0,12500.0
4518,Mercedes, 190,1990,2.0,317231.0,6500.0
4519,Mazda, 6,2018,2.5,86000.0,46410.0
4520,Kia, Ceed,2011,1.6,160000.0,16500.0
4521,BMW, 328,2013,2.0,69900.0,29500.0
4522,Renault, 12 Toros,1998,1.2,150000.0,2600.0
4523,Porsche, Cayenne,2020,3.0,26000.0,156400.0
4524,Jeep, Grand Cherokee,2013,3.6,146000.0,45050.0
4525,Toyota, Prius,2007,1.5,157600.0,15200.0
4526,Toyota, Sienna,2022,2.5,9000.0,107100.0
4527,LADA, (VAZ) 2107,2001,1.5,99210.0,3850.0
4528,Volkswagen, Passat,1997,1.8,254253.0,4500.0
4529,Opel, Meriva,2006,1.4,190000.0,10300.0
4530,Hyundai, Grandeur,2016,2.2,177357.0,43300.0
4531,Ford, Transit,2008,2.4,164000.0,33800.0
4532,Kia, Sportage,2008,2.0,147735.0,19300.0
4533,LADA, (VAZ) 2107,1995,1.5,165250.0,3600.0
4534,Nissan, Tiida,2012,1.5,60000.0,14200.0
4535,Daewoo, Gentra,2014,1.5,220257.0,11700.0
4536,Hyundai, Tucson,2023,2.0,0.0,47900.0
4537,DFSK, Glory 330 S,2022,1.5,0.0,25900.0
4538,Nissan, Patrol,2021,4.0,35000.0,145820.9
4539,Lexus, LX 600,2023,3.5,0.0,307698.3
4540,Kia, Sorento,2016,2.0,178568.0,39500.0
4541,Hyundai, Elantra,2011,1.8,136000.0,19500.0
4542,Mercedes, GL 63 AMG,2014,5.5,49000.0,100300.0
4543,JAC, T8,2022,2.0,24000.0,43800.0
4544,Hyundai, i30,2008,1.6,175000.0,15500.0
4545,BMW, X5,2019,3.0,115000.0,127500.0
4546,Mazda, CX-5,2018,2.0,23000.0,44000.0
4547,Hyundai, Santa Fe,2014,2.0,103000.0,30900.0
4548,Ford, Tourneo Custom,2022,2.2,0.0,72800.0
4549,LADA, (VAZ) 2107,1998,1.6,151368.0,3500.0
4550,Jeep, Grand Cherokee,1996,5.2,296300.0,7800.0
4551,Ford, Transit,2022,2.2,0.0,76400.0
4552,Ford, Puma,2022,1.0,0.0,48500.0
4553,Mercedes, E 200,2008,1.8,191000.0,23900.0
4554,Opel, Astra,1998,1.6,124580.0,8500.0
4555,Ford, Puma,2022,1.0,0.0,47500.0
4556,Mercedes, E 220,1999,2.2,495000.0,14800.0
4557,Kia, Ceed,2009,1.4,240000.0,15800.0
4558,Lexus, LX 470,2002,4.7,275000.0,20200.0
4559,Hyundai, Sonata,2008,2.4,225615.0,18800.0
4560,LADA, (VAZ) 21099,1994,1.5,30300.0,5200.0
4561,Hyundai, Elantra,2013,1.8,88000.0,19700.0
4562,Kia, Ceed,2010,1.6,210000.0,16400.0
4563,Opel, Astra,1999,2.0,345678.0,5900.0
4564,Mercedes, C 220,1999,2.2,500000.0,13100.0
4565,Mercedes, C 180,1996,1.8,396000.0,9500.0
4566,Hyundai, Tucson,2018,2.0,78900.0,38900.0
4567,LADA, (VAZ) 2106,2001,1.5,12400.0,4500.0
4568,LADA, (VAZ) 2107,2000,1.6,258000.0,4800.0
4569,Mercedes, E 220,2008,2.2,265000.0,26700.0
4570,Daewoo, Nexia,1997,1.5,200000.0,2400.0
4571,LADA, (VAZ) 2107,1997,1.6,20000.0,3300.0
4572,LADA, (VAZ) Niva Bronto,2023,1.7,0.0,28800.0
4573,Chevrolet, Lacetti,2022,1.6,0.0,25000.0
4574,Nissan, Micra,2012,1.2,43257.0,12900.0
4575,Nissan, March,2014,1.2,29506.0,13200.0
4576,Land, Rover RR Sport,2018,2.0,72000.0,106250.0
4577,Infiniti, FX37,2013,3.7,216800.0,39950.0
4578,Opel, Astra,1999,1.6,329000.0,8150.0
4579,Volvo, FH 460,2010,13.0,1115000.0,45500.0
4580,Lexus, LX 500d,2022,3.3,0.0,254150.0
4581,Nissan, Patrol,2014,5.6,154000.0,84150.0
4582,Chevrolet, Aveo,2015,1.4,140000.0,14100.0
4583,Toyota, Prius,2007,1.5,220000.0,12000.0
4584,Hyundai, i30,2007,1.6,225000.0,15200.0
4585,Ford, Focus,2015,1.0,126471.0,14500.0
4586,Toyota, Prius,2008,1.5,225000.0,13700.0
4587,Land, Rover Range Rover,1996,2.5,467408.0,11500.0
4588,Hyundai, i30,2009,1.4,240000.0,14200.0
4589,Chevrolet, Cruze,2015,1.4,180000.0,14600.0
4590,Chevrolet, Aveo,2008,1.4,217000.0,9400.0
4591,Mercedes, E 300,1991,3.0,523523.0,3900.0
4592,LADA, (VAZ) 2106,1989,1.6,345656.0,3500.0
4593,Mercedes, C 180,1996,1.8,263000.0,9700.0
4594,Ssang, Yong Turismo,2016,2.2,142000.0,41000.0
4595,Mitsubishi, Pajero,1994,2.4,222222.0,6300.0
4596,Ssang, Yong Tivoli,2015,1.6,124000.0,17850.0
4597,LADA, (VAZ) 2115,2011,1.6,236000.0,8500.0
4598,Toyota, Prius C,2018,1.5,49890.0,25500.0
4599,Audi, A3,2014,2.0,85000.0,31450.0
4600,BMW, 528,2013,2.0,171000.0,27000.0
4601,Mercedes, E 200,1998,2.0,444444.0,10200.0
4602,Hyundai, Matrix,2006,1.5,320154.0,12500.0
4603,Land, Rover RR Sport,2017,3.0,74500.0,85000.0
4604,Daewoo, Gentra,2013,1.5,250000.0,8500.0
4605,Mercedes, CLK 200,2000,2.0,350000.0,10400.0
4606,Toyota, Auris,2008,1.4,195700.0,14400.0
4607,BMW, 328,2013,2.0,203000.0,26500.0
4608,Land, Rover Range Rover,2012,5.0,98000.0,69360.0
4609,Lexus, LX 600,2023,3.5,0.0,307698.3
4610,Kia, Optima,2018,2.0,98000.0,35500.0
4611,Audi, Q7,2022,2.0,0.0,109650.0
4612,Volkswagen, ID.6,2022,0.0,0.0,66980.0
4613,Changan, CS 95,2022,2.0,33000.0,69900.0
4614,Mercedes, E 250,2018,2.0,76000.0,81260.0
4615,Land, Rover Range Rover,2023,4.4,0.0,608600.0
4616,Ford, Fusion,2014,1.5,123651.0,19400.0
4617,Toyota, Corolla,2004,1.4,184000.0,13900.0
4618,Kia, Optima,2018,2.0,44300.0,34900.0
4619,Mercedes, GLE 300,2015,2.2,57700.0,85850.0
4620,Toyota, Auris,2008,1.4,195700.0,14400.0
4621,BMW, 328,2013,2.0,203000.0,26500.0
4622,Kia, Rio X-Line,2021,1.4,29100.0,29500.0
4623,Porsche, Panamera 4S,2013,3.0,121000.0,42500.0
4624,Ford, Fusion,2014,1.5,105000.0,18700.0
4625,Hyundai, i30,2008,1.6,168000.0,14900.0
4626,Bull, Motors LIV 50,2022,0.1,0.0,1630.0
4627,Toyota, Camry,2014,2.5,149000.0,34542.0
4628,Kia, Rio,2005,1.6,257000.0,12500.0
4629,Ford, Tourneo Connect,2008,1.8,324725.0,10500.0
4630,Mitsubishi, Outlander Sport,2017,2.0,73064.0,27030.0
4631,Hyundai, Elantra,2012,1.8,124000.0,20800.0
4632,Toyota, Land Cruiser,2012,4.0,190000.0,63750.0
4633,Hyundai, Tucson,2015,2.0,98400.0,32000.0
4634,Ford, Transit,2010,2.4,152000.0,26300.0
4635,Hyundai, Elantra,2014,1.8,112200.0,20800.0
4636,Hyundai, Sonata,2013,2.0,181400.0,23900.0
4637,Mercedes, E 220,2006,2.2,219000.0,22900.0
4638,LADA, (VAZ) 2105,2000,1.5,145000.0,3500.0
4639,Land, Rover Defender,2021,3.0,2000.0,223550.0
4640,Honda, Civic,2006,1.3,171654.0,12900.0
4641,BMW, X5,2005,4.8,332000.0,27000.0
4642,Mercedes, E 230,1996,2.3,216746.0,10400.0
4643,LADA, (VAZ) 2107,2011,1.6,95300.0,7900.0
4644,Nissan, Note,2015,1.2,28654.0,14900.0
4645,Land, Rover Defender,2023,3.0,0.0,271150.0
4646,Jetour, X70,2022,1.5,0.0,39800.0
4647,Land, Rover Range Rover,2022,3.0,6600.0,431800.0
4648,Kia, Sorento,2016,2.0,178568.0,39500.0
4649,Hyundai, ix35,2012,2.0,121876.0,27500.0
4650,Kia, Sorento,2014,2.0,111000.0,39800.0
4651,BMW, X2,2018,2.0,62000.0,49300.0
4652,Hyundai, Sonata,2009,2.4,170000.0,19500.0
4653,Ford, Transit,2006,2.4,323000.0,28800.0
4654,Hyundai, Santa Fe,2013,2.0,182200.0,31300.0
4655,BMW, X5,2019,3.0,42000.0,121550.0
4656,LADA, (VAZ) Granta,2013,1.6,334000.0,8400.0
4657,BMW, 528,2014,2.0,156106.0,34800.0
4658,Mercedes, EQS 350,2022,0.0,2900.0,216750.0
4659,Hyundai, Santa Fe,2010,2.4,170000.0,24500.0
4660,Dodge, Charger,2016,6.2,68000.0,110500.0
4661,Jaguar, XE,2017,2.0,72000.0,48450.0
4662,Chevrolet, Cruze,2012,1.4,208000.0,13300.0
4663,Chevrolet, Cruze,2014,1.4,189000.0,15500.0
4664,Kia, Sorento,2016,2.0,122000.0,42700.0
4665,Honda, Jazz,2011,1.3,118000.0,15000.0
4666,Hyundai, Accent,2021,1.6,65000.0,30700.0
4667,Ford, Fusion,2013,1.5,250000.0,16900.0
4668,Kia, Sportage,2011,2.0,233144.0,26400.0
4669,Opel, Astra,1995,1.4,355000.0,5400.0
4670,Toyota, Camry,2018,2.5,96240.0,48110.0
4671,Opel, Vectra,1997,1.8,830000.0,8000.0
4672,Kia, Sorento,2015,2.0,152880.0,39940.0
4673,Toyota, Prado,2013,2.7,130800.0,47540.0
4674,Toyota, Prado,2013,2.7,126979.0,49540.0
4675,Toyota, Land Cruiser,2023,3.3,0.0,150518.0
4676,Toyota, Land Cruiser,2021,4.0,25871.0,135898.0
4677,Mercedes, C 240,2001,2.4,349000.0,10500.0
4678,Opel, Vectra,1996,2.0,248000.0,4300.0
4679,Mazda, CX-5,2014,2.0,64000.0,33500.0
4680,Mercedes, GLS 350,2018,3.0,105000.0,124950.0
4681,Audi, A6,2021,2.0,15000.0,104550.0
4682,Jetour, X70 PLUS,2022,1.5,0.0,44700.0
4683,Lexus, LX 570,2013,5.7,111200.0,91800.0
4684,Chevrolet, Aveo,2015,1.4,140000.0,14100.0
4685,Ford, Transit,2013,2.2,198000.0,29500.0
4686,Kia, Ceed,2009,1.4,167000.0,14500.0
4687,Lexus, LX 570,2014,5.7,44025.0,130050.0
4688,Chevrolet, Spark,2014,1.2,217000.0,11500.0
4689,Audi, A6,2014,2.0,105000.0,30770.0
4690,BMW, X5,2012,3.0,230000.0,39000.0
4691,Hyundai, i40,2012,2.0,189923.0,20500.0
4692,Opel, Vectra,1996,2.0,248000.0,4300.0
4693,Mazda, CX-5,2014,2.0,64000.0,33500.0
4694,Kia, Picanto,2005,1.1,190000.0,7600.0
4695,Mercedes, Sprinter 315,2008,2.2,287000.0,27000.0
4696,Ravon, Nexia R3,2020,1.5,76500.0,16900.0
4697,Hyundai, i30,2010,1.6,263140.0,16000.0
